"고유번호",법정동코드,법정동명,특수지구분코드,특수지구분명,지번,건축물대장고유번호,기준년도,기준월,동코드,동명,토지대장면적,산정대지면적,건물전체연면적,건물산정연면적,주택가격,표준지여부,데이터기준일자
4874042024100900004,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,90-4,4874042024100900004,2017,01,1,1,599,599,81.54,81.54,76000000,N,2017-11-27
4874042024100910002,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,91-2,4874042024100910002,2017,01,1,1,860,860,69.3,69.3,37800000,N,2017-11-27
4874042024100910003,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,91-3,4874042024100910003,2017,01,1,1,397,397,46.2,46.2,15800000,N,2017-11-27
4874042024100910007,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,91-7,4874042024100910007,2017,01,1,1,853,853,195.72,195.72,90100000,N,2017-11-27
4874042024100960004,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,96-4,4874042024100960004,2017,01,1,1,172,172,50.2,50.2,8880000,N,2017-11-27
4874042024100960005,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,96-5,4874042024100960005,2017,01,1,1,155,155,113.2,113.2,11100000,N,2017-11-27
4874042024100960006,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,96-6,4874042024100960006,2017,01,1,1,145,145,83.9,83.9,9090000,N,2017-11-27
4874042024100970000,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,97,4874042024100970000,2017,01,1,1,357,357,72.08,72.08,29900000,N,2017-11-27
4874042024100980001,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,98-1,4874042024100980001,2017,01,1,1,598,598,166.63,166.63,42000000,N,2017-11-27
4874042024100980004,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,98-4,4874042024100980004,2017,01,1,1,425,425,69.7,69.7,11000000,N,2017-11-27
4874042024100980004,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,98-4,4874042024100980004,2017,01,2,2,425,425,69.3,69.3,10700000,N,2017-11-27
4874042024100980006,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,98-6,4874042024100980006,2017,01,1,1,620,620,83.7,83.7,56700000,N,2017-11-27
4874042024100990000,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,99,4874042024100990000,2017,01,1,1,502,502,93.35,93.35,21700000,N,2017-11-27
4874042024102440001,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,244-1,4874042024102440001,2017,01,1,1,727,727,68.3,68.3,35700000,N,2017-11-27
4874042024102440002,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,244-2,4874042024102440002,2017,01,1,1,315,315,91.2,91.2,16400000,N,2017-11-27
